id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
3095,GFLL,large_airport,Lungi International Airport,8.61644,-13.1955,84,AF,SL,SL-N,Freetown (Lungi-Town),yes,GFLL,FNA,GFLL,,http://www.freetownairport.com/,https://en.wikipedia.org/wiki/Lungi_International_Airport,
3097,GGOV,large_airport,Osvaldo Vieira International Airport,11.894262,-15.653596,129,AF,GW,GW-BS,Bissau,yes,GGOV,OXB,GGOV,,,https://en.wikipedia.org/wiki/Osvaldo_Vieira_International_Airport,
3099,GLRB,large_airport,Roberts International Airport,6.23379,-10.3623,31,AF,LR,LR-MG,Monrovia,yes,GLRB,ROB,GLRB,,,https://en.wikipedia.org/wiki/Roberts_International_Airport,
3101,GMAD,large_airport,Al Massira Airport,30.322478,-9.412003,250,AF,MA,MA-09,Agadir (Temsia),yes,GMAD,AGA,GMAD,,http://www.agadir-airport.com/en/index.php,https://en.wikipedia.org/wiki/Al_Massira_Airport,
429847,GMAZ,large_airport,Zagora Airport,30.265788,-5.860808,2414,AF,MA,MA-08,Zagora,yes,GMAZ,OZG,GMAZ,,,https://en.wikipedia.org/wiki/Zagora_Airport,
3103,GMFF,large_airport,Fes Saïss International Airport,33.927299,-4.97796,1900,AF,MA,MA-03,Saïss,yes,GMFF,FEZ,GMFF,,,https://en.wikipedia.org/wiki/Sa%C3%AFss_Airport,
3107,GMFO,large_airport,Oujda Angads Airport,34.789558,-1.926041,1535,AF,MA,MA-02,Ahl Angad,yes,GMFO,OUD,GMFO,,,https://en.wikipedia.org/wiki/Angads_Airport,Oujda Airfield
3108,GMMA,large_airport,Smara Airport,26.731987,-11.683655,350,AF,EH,EH-U-A,Smara,no,GMMA,SMW,GMMA,,,https://en.wikipedia.org/wiki/Smara_Airport,"GSMA, Semara, Semara Airport"
29694,GMMD,large_airport,Beni Mellal Airport,32.401895,-6.315905,1694,AF,MA,MA-05,Oulad Yaich,yes,GMMD,BEM,GMMD,,http://ww.onda.ma,https://en.wikipedia.org/wiki/Beni_Mellal_Airport,
3109,GMME,large_airport,Rabat-Salé Airport,34.051498,-6.75152,276,AF,MA,MA-04,Rabat,yes,GMME,RBA,GMME,,https://www.onda.ma/en/Our-Airports/Rabat-Sale-Airport,https://en.wikipedia.org/wiki/Sale_Airport,
3110,GMMH,large_airport,Dakhla Airport,23.7183,-15.932,36,AF,EH,EH-U-A,Dakhla,yes,GMMH,VIL,GMMH,,,https://en.wikipedia.org/wiki/Dakhla_Airport,"GSVO, Villa Cisneros, Dajla, Oued Ed-Dahab"
3112,GMML,large_airport,Laayoune Hassan I International Airport,27.142467,-13.224947,207,AF,EH,EH-U-A,El Aaiún,yes,GMML,EUN,GMML,,,https://en.wikipedia.org/wiki/Hassan_Airport,"GSAI, Laâyoune"
3113,GMMN,large_airport,Mohammed V International Airport,33.3675,-7.58997,656,AF,MA,MA-06,Casablanca,yes,GMMN,CMN,GMMN,,https://www.aeroportcasablanca.ma/en/Our-Airports/Casablanca-Mohammed-V-Airport,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport,"CAS, Casabianca, Nouasseur"
3114,GMMW,large_airport,Nador Al Aaroui International Airport,34.9888,-3.02821,574,AF,MA,MA-02,Al Aaroui,yes,GMMW,NDR,GMMW,,,https://en.wikipedia.org/wiki/Nador_International_Airport,"Al Aroui International Airport, Arwi"
3115,GMMX,large_airport,Marrakesh Menara Airport,31.604807,-8.035788,1545,AF,MA,MA-07,Marrakesh,yes,GMMX,RAK,GMMX,,,https://en.wikipedia.org/wiki/Menara_International_Airport,"Marakesh, Marrakesh"
3117,GMMZ,large_airport,Ouarzazate International Airport,30.9391,-6.90943,3782,AF,MA,MA-08,Ouarzazate,yes,GMMZ,OZZ,GMMZ,,,https://en.wikipedia.org/wiki/Ouarzazate_Airport,
3120,GMTN,large_airport,Sania Ramel Airport,35.594299,-5.32002,10,AF,MA,MA-01,Tétouan,yes,GMTN,TTU,GMTN,,,https://en.wikipedia.org/wiki/Sania_Ramel_Airport,"Saniat R'mel, Saniet R'mel"
3121,GMTT,large_airport,Tangier Ibn Battuta Airport,35.731741,-5.921459,62,AF,MA,MA-01,Tangier,yes,GMTT,TNG,GMTT,,,https://en.wikipedia.org/wiki/Tangier_Ibn_Battouta_Airport,"Tanger-Boukhalef Airport, Aéroport de Tanger-Ibn Battouta"
325736,GOBD,large_airport,Blaise Diagne International Airport,14.670878,-17.072829,290,AF,SN,SN-DK,Dakar,yes,GOBD,DSS,GOBD,,http://www.dakaraeroport.com/,https://en.wikipedia.org/wiki/Blaise_Diagne_International_Airport,diass airport
3125,GOOY,large_airport,Léopold Sédar Senghor International Airport,14.742337,-17.479222,85,AF,SN,SN-DK,Dakar,yes,GOOY,DKR,GOOY,,http://www.aeroportdakar.com/,https://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport,Yoff
323315,GQNO,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.969722,9,AF,MR,MR-NKC,Nouakchott,yes,GQNO,NKC,GQNO,,https://www.aeroport-nouakchott.com/en/index_en.php,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,"Nouakchott, Oumtounsy"
3137,GQPA,large_airport,Atar International Airport,20.505823,-13.043744,734,AF,MR,MR-07,Atar,yes,GQPA,ATR,GQPA,,,https://en.wikipedia.org/wiki/Atar_International_Airport,
3138,GQPP,large_airport,Nouadhibou International Airport,20.932404,-17.030199,24,AF,MR,MR-08,Nouadhibou,yes,GQPP,NDB,GQPP,,,https://en.wikipedia.org/wiki/Nouadhibou_International_Airport,
3146,GUCY,large_airport,Ahmed Sékou Touré International Airport,9.57689,-13.612,72,AF,GN,GN-C,Conakry,yes,GUCY,CKY,GUCY,,http://www.aeroport-conakry.com/aeroport_international_de_conakry.php,https://en.wikipedia.org/wiki/Ahmed_S%C3%A9kou_Tour%C3%A9_International_Airport,"Gbessia International Airport, Conakry International Airport"
3150,GVAC,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,177,AF,CV,CV-B,Espargos,yes,GVAC,SID,GVAC,,,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,Sal Island
3151,GVBA,large_airport,Aristides Pereira International Airport,16.136499,-22.888901,69,AF,CV,CV-B,Rabil,yes,GVBA,BVC,GVBA,,,https://en.wikipedia.org/wiki/Rabil_Airport,Boa Vista Island
3153,GVNP,large_airport,Nelson Mandela International Airport,14.941126,-23.484728,230,AF,CV,CV-S,Praia,yes,GVNP,RAI,GVNP,,https://www.vinci-airports.cv/aeroporto_asa/aeroporto-internacional-nelson-mandela/,https://en.wikipedia.org/wiki/Nelson_Mandela_International_Airport,Santiago Island
3155,GVSV,large_airport,Cesaria Evora International Airport,16.833363,-25.055308,66,AF,CV,CV-B,São Pedro,yes,GVSV,VXE,GVSV,,,https://en.wikipedia.org/wiki/S%C3%A3o_Pedro_Airport,São Vicente Island
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,HAAB,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Addis_Ababa_Bole_International_Airport,"Haile Selassie I, Bole International Airport"
3162,HADR,large_airport,Aba Tenna Dejazmach Yilma International Airport,9.623549,41.855027,3827,AF,ET,ET-DD,Dire Dawa,yes,HADR,DIR,HADR,,,https://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport,
313314,HAJJ,large_airport,Gerad Wilwal International Airport,9.331907,42.911811,5954,AF,ET,ET-SO,Jijiga,yes,HAJJ,JIJ,HAJJ,,,https://en.wikipedia.org/wiki/Jijiga_Airport,Garaad Wiil-Waal
30664,HALA,large_airport,Hawassa International Airport,7.100611,38.396455,5450,AF,ET,ET-XSD,Hawassa,yes,HALA,AWA,HALA,,,https://en.wikipedia.org/wiki/Awasa_Airport,Awasa
3170,HBBA,large_airport,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,2582,AF,BI,BI-BM,Bujumbura,yes,HBBA,BJM,HBBA,,,https://en.wikipedia.org/wiki/Bujumbura_International_Airport,
30792,HCMF,large_airport,Bender Qassim International Airport,11.275235,49.139231,3,AF,SO,SO-BR,Bosaso,yes,HCMF,BSA,HCMF,,,https://en.wikipedia.org/wiki/Bosaso_Airport,
3171,HCMH,large_airport,Egal International Airport,9.514082,44.083469,4471,AF,SO,SO-WO,Hargeisa,yes,HCMH,HGA,HCMH,,,https://en.wikipedia.org/wiki/Hargeisa_International_Airport,"Madaarka Caalamiga a ee Cigaal, مطار هرجيسا إيغال الدولية‎)"
31899,HCMM,large_airport,Aden Adde International Airport,2.01444,45.304699,29,AF,SO,SO-BN,Mogadishu,yes,HCMM,MGQ,HCMM,,,https://en.wikipedia.org/wiki/Aden_Adde_International_Airport,HCCM
3174,HDAM,large_airport,Djibouti-Ambouli Airport,11.5473,43.1595,49,AF,DJ,DJ-DJ,Djibouti City,yes,HDAM,JIB,HDAM,,,https://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport,Camp Lemonnier
2376,HE36,large_airport,Bardawil International Airport,30.410714,33.15535,1060,AF,EG,EG-SIN,El Hassana,no,,RDL,,,,https://en.wikipedia.org/wiki/Bir_Gifgafa_Airfield,"Jafjafa Well, Bir Gifgafa, HE36"
3175,HEAL,large_airport,El Alamein International Airport,30.924324,28.46161,154,AF,EG,EG-MT,El Alamein,yes,HEAL,DBB,HEAL,,,https://en.wikipedia.org/wiki/El_Alamein_International_Airport,"Al Alamain, Al Alamayn, العلمين‎"
3176,HEAR,large_airport,El Arish International Airport,31.055324,33.827964,118,AF,EG,EG-SIN,El Arish,yes,HEAR,AAC,HEAR,,,https://en.wikipedia.org/wiki/El_Arish_International_Airport,
3177,HEAT,large_airport,Asyut International Airport,27.045962,31.01276,748,AF,EG,EG-AST,Asyut,yes,HEAT,ATZ,HEAT,,,https://en.wikipedia.org/wiki/Assiut_Airport,Asyut
3180,HEBA,large_airport,Alexandria International Airport,30.93249,29.696437,171,AF,EG,EG-ALX,Alexandria,yes,HEAX,HBE,HEAX,,,https://en.wikipedia.org/wiki/Borg_El_Arab_Airport,
3183,HECA,large_airport,Cairo International Airport,30.111534,31.396694,322,AF,EG,EG-C,Cairo,yes,HECA,CAI,HECA,,,https://en.wikipedia.org/wiki/Cairo_International_Airport,
2356,HECP,large_airport,Capital International Airport,30.06465,31.839974,761,AF,EG,EG-C,New Cairo,yes,HECP,CCE,HECP,,,https://en.wikipedia.org/wiki/Capital_International_Airport_(Egypt),
3186,HEGN,large_airport,Hurghada International Airport,27.176776,33.796692,32,AF,EG,EG-BA,Hurghada,yes,HEGN,HRG,HEGN,,,https://en.wikipedia.org/wiki/Hurghada_International_Airport,"Al Ghardaqah, الغردقة"
3191,HELX,large_airport,Luxor International Airport,25.671018,32.706446,276,AF,EG,EG-LX,Luxor,yes,HELX,LXR,HELX,,,https://en.wikipedia.org/wiki/Luxor_International_Airport,
3192,HEMA,large_airport,Marsa Alam International Airport,25.555548,34.59245,213,AF,EG,EG-BA,Marsa Alam,yes,HEMA,RMF,HEMA,,https://www.marsaalam-airport.com,https://en.wikipedia.org/wiki/Marsa_Alam_International_Airport,"marsa alam, marsa alam airport"
3193,HEMM,large_airport,Mersa Matruh International Airport,31.324313,27.22227,75,AF,EG,EG-MT,Marsa Matruh,yes,HEMM,MUH,HEMM,,,https://en.wikipedia.org/wiki/Mersa_Matruh_Airport,
3196,HEPS,large_airport,Port Said International Airport,31.279285,32.240582,10,AF,EG,EG-PTS,Port Said,yes,HEPS,PSD,HEPS,,http://en.wikipedia.org/wiki/Port_Said_Airport,https://en.wikipedia.org/wiki/Port_Said_Airport,El Gamil
3197,HESC,large_airport,Saint Catherine International Airport,28.684292,34.064409,4402,AF,EG,EG-JS,Saint Catherine,yes,HESC,SKV,HESC,,,https://en.wikipedia.org/wiki/St._Catherine_International_Airport,
300893,HESG,large_airport,Sohag International Airport,26.342515,31.743017,322,AF,EG,EG-SHG,Suhaj,yes,HESG,HMB,HESG,,,https://en.wikipedia.org/wiki/Sohag_International_Airport,"HEMK, Suhaj Mubarak International Airport"
3198,HESH,large_airport,Sharm El Sheikh International Airport,27.977272,34.394717,191,AS,EG,EG-JS,Sharm El Sheikh,yes,HESH,SSH,HESH,,,https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,
3199,HESN,large_airport,Aswan International Airport,23.961075,32.820382,650,AF,EG,EG-ASN,Aswan,yes,HESN,ASW,HESN,,https://aswan-airport.com,https://en.wikipedia.org/wiki/Aswan_International_Airport,aswan airport
335334,HESX,large_airport,Sphinx International Airport,30.108179,30.895728,510,AF,EG,EG-GZ,Al Jiza,yes,HESX,SPX,HESX,,https://airportsphinx.com/,https://en.wikipedia.org/wiki/Sphinx_International_Airport,الجيزة
3200,HETB,large_airport,Taba International Airport,29.594496,34.775752,2425,AF,EG,EG-JS,Taba,yes,HETB,TCP,HETB,,,https://en.wikipedia.org/wiki/Taba_International_Airport,
3202,HHAS,large_airport,Asmara International Airport,15.2919,38.910702,7661,AF,ER,ER-SK,Asmara,yes,HHAS,ASM,HHAS,,,https://en.wikipedia.org/wiki/Asmara_International_Airport,
3247,HJJJ,large_airport,Juba International Airport,4.87201,31.601101,1513,AF,SS,SS-EC,Juba,yes,HJJJ,JUB,HJJJ,,,https://en.wikipedia.org/wiki/Juba_Airport,"JIA, HSSJ"
3205,HKEL,large_airport,Eldoret International Airport,0.404458,35.238899,6941,AF,KE,KE-700,Eldoret,yes,HKEL,EDL,HKEL,,http://www.kenyaairports.co.ke/kaa/airports/eldoret/,https://en.wikipedia.org/wiki/Eldoret_International_Airport,HKED
3206,HKJK,large_airport,Jomo Kenyatta International Airport,-1.318886,36.928233,5330,AF,KE,KE-110,Nairobi,yes,HKJK,NBO,HKJK,,https://www.kenyaairports.com/jkia/IndexJkia.php,https://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,"Jkia Airport, Embakasi Airport, Nairobi International Airport"
3208,HKKI,large_airport,Kisumu International Airport,-0.086139,34.728901,3734,AF,KE,KE-600,Kisumu,yes,HKKI,KIS,HKKI,,http://www.kenyaairports.co.ke/kaa/airports/kisumu/,https://en.wikipedia.org/wiki/Kisumu_Airport,
3213,HKMO,large_airport,Moi International Airport,-4.03483,39.5942,200,AF,KE,KE-300,Mombasa,yes,HKMO,MBA,HKMO,,http://www.kenyaairports.co.ke/kaa/airports/moi/,https://en.wikipedia.org/wiki/Moi_International_Airport,"Mombasa, Port Reitz"
3219,HLGD,large_airport,Sirt International Airport / Ghardabiya Airbase,31.058578,16.597095,267,AF,LY,LY-SR,Sirt,no,HLGD,SRX,HLGD,,,https://en.wikipedia.org/wiki/Ghardabiya_Airbase,"Gardabiya, Sirte"
3223,HLLB,large_airport,Benina International Airport,32.096802,20.269501,433,AF,LY,LY-BA,Benina,yes,HLLB,BEN,HLLB,,,https://en.wikipedia.org/wiki/Benina_International_Airport,"Benghazi, Soluch Airfield"
3224,HLLM,large_airport,Mitiga International Airport,32.89177,13.287878,36,AF,LY,LY-TB,Tripoli,yes,HLLM,MJI,HLLM,,,https://en.wikipedia.org/wiki/Mitiga_International_Airport,"Mellaha Army Airfield, Okba Ben Nafi Air Base, Wheelus Air Force Base"
3225,HLLQ,large_airport,Al Abraq International Airport,32.789036,21.954864,2157,AF,LY,LY-JA,Al Albraq,yes,HLLQ,LAQ,HLLQ,,,https://en.wikipedia.org/wiki/Al_Abraq_International_Airport,"Al Bayda, Beida"
3237,HRYR,large_airport,Kigali International Airport,-1.96863,30.1395,4859,AF,RW,RW-01,Kigali,yes,HRYR,KGL,HRYR,,https://www.rac.co.rw/?utm_source=chatgpt.com,https://en.wikipedia.org/wiki/Kigali_International_Airport,"Gregoire Kayibanda International Airport, Kanombe International Airport"
3246,HSPN,large_airport,Port Sudan New International Airport,19.434558,37.234125,135,AF,SD,SD-26,Port Sudan,yes,HSPN,PZU,HSPN,,,https://en.wikipedia.org/wiki/Port_Sudan_New_International_Airport,
3249,HSSK,large_airport,Khartoum International Airport,15.5895,32.5532,1265,AF,SD,SD-03,Khartoum,yes,HSSK,KRT,HSSK,,,https://en.wikipedia.org/wiki/Khartoum_International_Airport,HSSS
3251,HTDA,large_airport,Julius Nyerere International Airport,-6.873499,39.207288,182,AF,TZ,TZ-02,Dar es Salaam,yes,HTDA,DAR,HTDA,,https://www.taa.go.tz/services/jnia,https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,"HTJN, Mwalimu Julius K. Nyerere, Dar es Salaam International Airport"
3254,HTKJ,large_airport,Kilimanjaro International Airport,-3.427049,37.07353,2932,AF,TZ,TZ-01,Arusha,yes,HTKJ,JRO,HTKJ,,http://www.kilimanjaroairport.co.tz/,https://en.wikipedia.org/wiki/Kilimanjaro_International_Airport,
3257,HTMW,large_airport,Mwanza International Airport,-2.446563,32.936049,3763,AF,TZ,TZ-18,Mwanza,yes,HTMW,MWZ,HTMW,,,https://en.wikipedia.org/wiki/Mwanza_Airport,
3260,HTZA,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,54,AF,TZ,TZ-07,Zanzibar,yes,HTZA,ZNZ,HTZA,,,https://en.wikipedia.org/wiki/Abeid_Amani_Karume_International_Airport,"HTAK, Zanzibar Airport, Kiembi Samaki"
3263,HUEN,large_airport,Entebbe International Airport,0.042386,32.443501,3782,AF,UG,UG-C,Entebbe,yes,HUEN,EBB,HUEN,,https://caa.go.ug/entebbe-international-airport/,https://en.wikipedia.org/wiki/Entebbe_International_Airport,
507227,ID-0277,large_airport,Dhoho International Airport,-7.750278,111.947222,380,AS,ID,ID-JI,Kediri,no,WARD,DHX,WARD,,https://www.kediri-airport.com/,https://en.wikipedia.org/wiki/Dhoho_International_Airport,Dhoho
342093,IN-0276,large_airport,Navi Mumbai International Airport,18.984597,73.065253,184,AS,IN,IN-MM,Navi Mumbai,yes,VANM,NMI,VANM,,,https://en.wikipedia.org/wiki/Navi_Mumbai_International_Airport,"D. B. Patil, new airport"
597786,IN-0392,large_airport,Noida International Airport,28.179868,77.611843,644,AS,IN,IN-UP,Gautam Buddha Nagar,no,VIND,DXN,VIND,,https://niairport.in/,https://en.wikipedia.org/wiki/Noida_International_Airport,
16091,KABQ,large_airport,Albuquerque International Sunport,35.039976,-106.608925,5355,NA,US,US-NM,Albuquerque,yes,KABQ,ABQ,KABQ,ABQ,http://www.abqsunport.com/,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,
3371,KALB,large_airport,Albany International Airport,42.748299,-73.801697,285,NA,US,US-NY,Albany,yes,KALB,ALB,KALB,ALB,http://www.albanyairport.com/,https://en.wikipedia.org/wiki/Albany_International_Airport,
3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,NA,US,US-GA,Atlanta,yes,KATL,ATL,KATL,ATL,https://www.atl.com,https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport,
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,542,NA,US,US-TX,Austin,yes,KAUS,AUS,KAUS,AUS,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,"BSM, KBSM, Bergstrom AFB"
3396,KBDL,large_airport,Bradley International Airport,41.938555,-72.688016,173,NA,US,US-CT,Hartford,yes,KBDL,BDL,KBDL,BDL,http://www.bradleyairport.com/,https://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford"
3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.562877,-86.750712,650,NA,US,US-AL,Birmingham,yes,KBHM,BHM,KBHM,BHM,http://www.flybirmingham.com/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),
3420,KBNA,large_airport,Nashville International Airport,36.1245,-86.6782,599,NA,US,US-TN,Nashville,yes,KBNA,BNA,KBNA,BNA,https://flynashville.com/,https://en.wikipedia.org/wiki/Nashville_International_Airport,
3421,KBOI,large_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,NA,US,US-ID,Boise,yes,KBOI,BOI,KBOI,BOI,http://www.cityofboise.org/departments/airport/,https://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field"
3422,KBOS,large_airport,Boston Logan International Airport,42.36197,-71.0079,20,NA,US,US-MA,Boston,yes,KBOS,BOS,KBOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
3431,KBUF,large_airport,Buffalo Niagara International Airport,42.940498,-78.732201,728,NA,US,US-NY,Buffalo,yes,KBUF,BUF,KBUF,BUF,https://www.buffaloairport.com/,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,
3432,KBUR,large_airport,Hollywood Burbank Airport,34.202834,-118.35805,778,NA,US,US-CA,Burbank,yes,KBUR,BUR,KBUR,BUR,https://www.hollywoodburbankairport.com/,https://en.wikipedia.org/wiki/Hollywood_Burbank_Airport,"United Airport, Union Air Terminal, Lockheed Air Terminal, Burbank–Glendale–Pasadena"
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,NA,US,US-MD,Baltimore,yes,KBWI,BWI,KBWI,BWI,https://www.bwiairport.com/,https://en.wikipedia.org/wiki/Baltimore/Washington_International_Airport,"WAS, Friendship International"
3450,KCHS,large_airport,Charleston International Airport,32.896159,-80.038151,46,NA,US,US-SC,Charleston,yes,KCHS,CHS,KCHS,CHS,https://www.iflychs.com/,https://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.411701,-81.8498,791,NA,US,US-OH,Cleveland,yes,KCLE,CLE,KCLE,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748,NA,US,US-NC,Charlotte,yes,KCLT,CLT,KCLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815,NA,US,US-OH,Columbus,yes,KCMH,CMH,KCMH,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/John_Glenn_Columbus_International_Airport,
3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,NA,US,US-CO,Colorado Springs,yes,KCOS,COS,KCOS,COS,https://flycos.coloradosprings.gov/,https://en.wikipedia.org/wiki/Colorado_Springs_Airport,"Peterson SFB, Colorado Springs Airport"
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896,NA,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG,KCVG,CVG,https://www.cvgairport.com/,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
3479,KDAL,large_airport,Dallas Love Field,32.844776,-96.847653,487,NA,US,US-TX,Dallas,yes,KDAL,DAL,KDAL,DAL,http://www.dallas-lovefield.com/,https://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,NA,US,US-DC,Washington,yes,KDCA,DCA,KDCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
3486,KDEN,large_airport,Denver International Airport,39.860027,-104.673792,5431,NA,US,US-CO,Denver,yes,KDEN,DEN,KDEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,NA,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,KDFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
3496,KDSM,large_airport,Des Moines International Airport,41.534027,-93.656719,958,NA,US,US-IA,Des Moines,yes,KDSM,DSM,KDSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645,NA,US,US-MI,Detroit,yes,KDTW,DTW,KDTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Airport,"DTT, Detroit Metro Airport"
3512,KELP,large_airport,El Paso International Airport,31.809908,-106.375607,3959,NA,US,US-TX,El Paso,yes,KELP,ELP,KELP,ELP,https://elpasointernationalairport.com/,https://en.wikipedia.org/wiki/El_Paso_International_Airport,
3521,KEWR,large_airport,Newark Liberty International Airport,40.6894,-74.170545,18,NA,US,US-NJ,Newark,yes,KEWR,EWR,KEWR,EWR,https://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC"
3524,KFAT,large_airport,Fresno Yosemite International Airport,36.775767,-119.718018,336,NA,US,US-CA,Fresno,yes,KFAT,FAT,KFAT,FAT,https://flyfresno.com/,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,KFLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida"
3552,KGEG,large_airport,Spokane International Airport,47.6199,-117.533997,2376,NA,US,US-WA,Spokane,yes,KGEG,GEG,KGEG,GEG,https://spokaneairports.net/,https://en.wikipedia.org/wiki/Spokane_International_Airport,
3566,KGRR,large_airport,Gerald R. Ford International Airport,42.880798,-85.522797,794,NA,US,US-MI,Grand Rapids,yes,KGRR,GRR,KGRR,GRR,,https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,
3568,KGSO,large_airport,Piedmont Triad International Airport,36.09937,-79.937262,925,NA,US,US-NC,Greensboro,yes,KGSO,GSO,KGSO,GSO,https://flyfrompti.com,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,
339963,KH-0001,large_airport,Dara Sakor International Airport,10.914244,103.226652,60,AS,KH,KH-9,Ta Noun,yes,,DSY,VDDS,,https://darasakor-airport.com/en/,https://en.wikipedia.org/wiki/Dara_Sakor_International_Airport,"Krong Khemara Phoumin, អាកាសយានដ្ឋានអន្តរជាតិតារាសាគរ"
342098,KH-0002,large_airport,Techo International Airport,11.359987,104.921272,20,AS,KH,KH-8,Phnom Penh (Boeng Khyang),yes,VDTI,KTI,VDTI,,https://www.techoairport.com.kh/,https://en.wikipedia.org/wiki/Techo_International_Airport_(Cambodia),
3588,KHOU,large_airport,William P. Hobby Airport,29.645336,-95.276812,46,NA,US,US-TX,Houston,yes,KHOU,HOU,KHOU,HOU,http://www.fly2houston.com/hobbyHome,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,NA,US,US-VA,Dulles,yes,KIAD,IAD,KIAD,IAD,http://www.mwaa.com/dulles/,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS
3604,KIAH,large_airport,George Bush Intercontinental Airport,29.9844,-95.3414,97,NA,US,US-TX,Houston,yes,KIAH,IAH,KIAH,IAH,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO
